Description
h4_2

Time;11:55:10.102;11:55:10.587;11:55:11.798;11:55:12.427;11:55:13.421;11:55:14.446;11:55:15.436;11:55:16.546;11:55:17.444;11:55:18.462;11:55:19.447
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;41578;41365;41122;40806;40789;40708;40493;40369;40264;40032
317,3;0;36202;35953;35833;35577;35431;35442;35161;35290;35062;34748
320,0;0;29073;28980;28806;28566;28409;28165;28156;27960;27965;27866
322,6;0;22030;21698;21630;21514;21259;21361;21101;21028;20868;20784
325,3;0;16325;15998;16133;15810;15675;15638;15635;15443;15422;15331
328,0;0;11957;11935;11880;11807;11661;11583;11457;11315;11295;11255
330,7;0;9192;8913;9012;8876;8860;8736;8601;8720;8531;8534
333,3;0;7219;7217;7111;7140;7057;6944;6871;6854;6794;6718
336,0;0;6140;5894;5936;5904;5893;5824;5721;5749;5672;5557
338,7;0;5205;5216;5157;5143;5069;4976;4995;4929;4874;4868
341,3;0;4630;4572;4524;4468;4493;4488;4378;4313;4294;4266
344,0;0;4190;4058;4074;4044;3989;3981;3953;3910;3926;3867
346,6;0;3735;3703;3653;3660;3629;3616;3573;3548;3516;3517
349,3;0;3325;3308;3283;3279;3177;3193;3205;3151;3097;3073
352,0;0;2897;2911;2846;2832;2851;2805;2790;2807;2784;2750
354,6;0;2637;2564;2569;2549;2531;2491;2465;2458;2514;2387
357,2;0;2216;2185;2186;2186;2146;2128;2142;2143;2121;2092
359,9;0;1804;1824;1852;1785;1799;1789;1741;1783;1730;1694
362,5;0;1492;1504;1481;1488;1495;1495;1437;1460;1435;1471
365,2;0;1269;1269;1307;1287;1294;1296;1307;1263;1269;1262
367,8;0;1074;1139;1067;1103;1049;1093;1079;1096;1100;1067
370,4;0;926;936;952;946;915;931;925;969;930;926
373,0;0;827;825;808;868;855;843;842;818;853;857
375,7;0;748;789;777;773;787;767;800;783;778;764
378,3;0;703;680;708;711;681;670;734;711;710;709
380,9;0;671;667;594;655;668;646;679;647;645;665
383,5;0;700;647;688;670;702;666;668;722;654;706
386,1;0;614;655;671;670;684;685;712;729;702;696
388,7;0;580;601;614;648;682;660;671;693;662;681
391,3;0;615;643;664;700;688;724;725;717;746;729
393,9;0;614;612;633;667;648;687;725;706;726;722
396,5;0;600;594;636;649;689;680;742;744;717;717
399,1;0;576;590;635;615;712;711;725;718;701;761
401,7;0;552;571;612;671;665;671;726;722;712;759
404,3;0;540;606;625;646;666;690;704;743;740;711
406,9;0;515;528;564;618;624;646;679;702;690;699
409,5;0;491;512;553;631;644;682;655;676;699;717
412,0;0;481;473;536;584;607;657;622;671;681;718
414,6;0;489;488;496;572;564;604;658;658;654;691
417,2;0;419;472;473;524;550;593;569;616;576;643
419,7;0;426;435;480;536;569;570;612;581;641;650
422,3;0;363;435;415;471;491;526;537;554;585;587
424,8;0;334;391;379;477;460;493;519;503;517;543
427,4;0;367;376;401;437;466;463;515;517;535;542
429,9;0;324;345;419;402;444;416;487;532;503;510
432,5;0;312;366;387;403;388;434;481;466;445;476
435,0;0;297;311;364;386;437;442;447;456;473;486
437,5;0;331;324;367;390;390;419;442;458;483;462
440,1;0;293;319;348;385;358;437;399;437;422;450
442,6;0;311;318;348;356;380;394;411;462;435;444
445,1;0;308;294;333;325;371;354;395;409;408;430
447,6;0;268;286;316;342;352;363;389;397;430;434
450,1;0;271;270;275;322;367;357;389;372;403;400
452,6;0;276;272;309;323;342;346;380;374;372;402
455,2;0;340;308;350;337;361;432;403;406;388;427
457,7;0;259;304;298;351;368;353;412;383;346;356
460,1;0;258;291;269;311;323;273;322;346;337;342
462,6;0;279;301;276;315;315;326;382;365;323;349
465,1;0;283;311;300;302;306;361;337;375;345;397
467,6;0;298;303;333;318;327;345;356;369;353;363
470,1;0;277;299;294;340;347;332;344;345;385;361
472,6;0;260;261;274;298;318;327;340;339;317;342
475,0;0;274;296;319;309;330;365;364;333;320;362
477,5;0;302;309;312;348;346;359;348;382;347;348
479,9;0;292;306;329;292;355;337;370;368;394;379
482,4;0;362;326;347;353;353;349;346;385;392;371
484,8;0;348;358;361;393;405;384;417;415;423;413
487,3;0;341;351;344;378;360;325;382;417;383;379
489,7;0;366;326;362;375;388;415;381;371;400;362
492,2;0;367;338;356;370;370;373;390;430;392;374
494,6;0;305;322;340;359;363;349;305;360;343;353
497,0;0;386;379;387;413;405;397;426;376;405;417
499,4;0;413;406;433;423;416;442;424;440;409;448
501,8;0;503;524;518;511;491;524;510;488;508;494
504,3;0;569;574;600;566;579;567;606;552;599;590
506,7;0;765;762;766;732;741;736;750;789;749;742
509,1;0;817;782;833;798;825;796;785;828;795;835
511,5;0;788;747;774;801;789;798;757;749;771;766
513,8;0;685;734;727;717;730;680;737;750;731;753
516,2;0;590;554;584;559;601;608;586;604;573;569
518,6;0;464;433;470;527;496;492;479;473;457;452
521,0;0;418;434;406;410;447;445;426;423;411;417
523,3;0;393;388;407;403;436;415;428;392;406;421
525,7;0;408;368;390;417;388;378;410;396;399;338
528,1;0;484;444;479;464;480;435;466;472;482;455
530,4;0;548;577;546;568;550;527;561;546;543;531
532,8;0;620;640;620;637;575;611;578;602;605;630
535,1;0;641;598;671;619;666;665;656;628;654;608
537,4;0;526;534;526;532;495;481;524;530;506;544
539,8;0;361;326;359;327;306;319;347;352;325;349
542,1;0;267;273;240;233;222;226;253;234;235;243
544,4;0;275;265;285;247;255;258;238;278;262;260
546,7;0;256;284;238;270;251;265;280;303;232;281
549,1;0;286;313;292;297;306;278;310;268;297;288
551,4;0;332;279;298;322;296;281;325;306;313;311
553,7;0;355;350;346;335;341;344;354;340;334;365
556,0;0;375;349;351;349;375;330;359;315;368;341
558,2;0;298;309;307;314;315;327;317;318;301;303
560,5;0;294;298;305;305;265;266;309;288;272;286
562,8;0;302;293;303;306;268;316;269;285;315;298
565,1;0;246;274;271;280;282;278;275;260;285;270
567,3;0;243;254;244;266;253;245;279;265;232;235
569,6;0;209;190;181;207;204;201;214;209;163;188
