Description
h4_3

Time;11:56:39.435;11:56:40.176;11:56:41.445;11:56:42.202;11:56:43.166;11:56:44.314;11:56:45.416;11:56:46.251;11:56:47.148;11:56:48.173;11:56:49.242
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;41452;41138;40959;40707;40639;40521;40256;40219;40051;39848
317,3;0;36049;35902;35685;35471;35388;35140;34895;34957;34903;34701
320,0;0;29017;28882;28698;28431;28475;28279;27994;28003;27928;27689
322,6;0;21893;21829;21498;21442;21346;21121;21068;20921;20921;20670
325,3;0;16256;15995;15990;15932;15660;15588;15603;15391;15266;15219
328,0;0;11919;11977;11706;11694;11455;11442;11403;11296;11156;11245
330,7;0;9113;8875;8886;8849;8677;8603;8601;8544;8468;8428
333,3;0;7193;7122;7155;7047;6938;6913;6914;6813;6769;6704
336,0;0;6063;6056;5954;5931;5731;5794;5668;5627;5607;5577
338,7;0;5155;5146;5089;5012;5023;4930;4932;4842;4789;4826
341,3;0;4647;4539;4578;4502;4415;4423;4380;4375;4283;4272
344,0;0;4069;4022;4028;3968;3977;3910;3865;3862;3804;3823
346,6;0;3707;3646;3698;3605;3669;3563;3562;3518;3493;3427
349,3;0;3343;3290;3289;3290;3235;3172;3194;3136;3144;3086
352,0;0;2885;2930;2953;2893;2891;2841;2774;2798;2697;2747
354,6;0;2572;2550;2491;2551;2456;2456;2409;2386;2344;2390
357,2;0;2217;2165;2153;2102;2112;2104;2092;2070;2106;2057
359,9;0;1850;1871;1889;1875;1837;1794;1752;1810;1793;1772
362,5;0;1552;1534;1556;1572;1542;1484;1504;1446;1455;1450
365,2;0;1303;1296;1296;1305;1261;1259;1233;1214;1264;1236
367,8;0;1129;1120;1122;1093;1101;1067;1101;1046;1074;1092
370,4;0;951;977;953;949;959;928;942;926;913;956
373,0;0;835;848;841;844;852;855;831;825;835;825
375,7;0;775;788;758;747;782;784;746;755;748;756
378,3;0;665;695;654;670;700;674;669;674;651;682
380,9;0;640;651;642;662;660;650;679;691;664;693
383,5;0;669;628;661;674;690;708;692;678;692;691
386,1;0;633;612;649;675;650;687;660;690;675;669
388,7;0;594;616;625;635;665;691;640;706;653;688
391,3;0;573;617;617;655;680;654;652;659;696;679
393,9;0;612;604;614;628;673;661;686;700;728;749
396,5;0;632;599;658;669;703;680;715;715;736;723
399,1;0;570;627;656;635;662;688;708;734;730;759
401,7;0;531;572;603;633;672;673;731;712;683;749
404,3;0;547;563;611;647;675;704;743;750;750;805
406,9;0;536;536;593;622;666;704;701;732;739;747
409,5;0;469;535;583;576;614;626;649;659;704;723
412,0;0;454;481;570;577;614;616;660;664;694;706
414,6;0;492;505;548;587;625;659;688;664;679;725
417,2;0;413;461;510;548;535;597;574;628;667;671
419,7;0;414;440;486;511;540;547;598;563;604;625
422,3;0;363;401;439;462;499;520;520;547;546;552
424,8;0;414;372;461;457;505;502;494;549;562;585
427,4;0;352;370;396;430;442;470;539;509;535;507
429,9;0;330;393;418;424;451;490;510;490;544;541
432,5;0;296;359;412;436;410;461;496;482;530;508
435,0;0;323;355;378;395;423;411;434;505;504;513
437,5;0;276;323;321;362;385;424;415;446;438;446
440,1;0;281;323;340;321;351;387;424;420;431;435
442,6;0;279;332;308;338;373;365;410;455;419;438
445,1;0;277;291;317;346;334;397;392;427;434;437
447,6;0;303;285;330;342;377;409;398;447;429;451
450,1;0;268;281;320;317;339;373;390;367;405;399
452,6;0;275;306;317;320;356;331;349;379;375;403
455,2;0;252;265;314;313;332;324;348;371;393;407
457,7;0;264;289;328;300;292;339;354;377;372;422
460,1;0;256;277;291;317;347;332;368;377;382;393
462,6;0;268;260;311;281;343;343;355;391;352;380
465,1;0;287;298;297;338;343;355;377;361;394;407
467,6;0;236;240;234;292;289;284;318;321;345;322
470,1;0;276;282;299;323;354;349;338;339;359;403
472,6;0;288;286;335;334;312;350;346;369;380;368
475,0;0;278;282;338;367;352;380;368;366;358;396
477,5;0;292;301;310;314;330;315;349;323;341;345
479,9;0;289;324;341;324;367;397;381;369;389;367
482,4;0;333;323;329;333;363;348;370;369;366;373
484,8;0;311;366;376;376;400;396;379;365;393;386
487,3;0;350;390;350;358;389;439;388;390;422;397
489,7;0;355;338;366;382;380;401;404;391;365;390
492,2;0;325;329;345;334;352;376;373;345;347;354
494,6;0;382;388;375;387;400;394;429;392;387;407
497,0;0;364;367;349;339;359;383;403;356;339;404
499,4;0;403;371;338;418;412;428;424;391;428;442
501,8;0;490;492;496;530;529;526;572;524;533;535
504,3;0;593;612;567;580;597;563;605;591;633;585
506,7;0;662;663;694;684;664;686;730;699;676;668
509,1;0;766;772;743;748;753;763;789;750;763;731
511,5;0;740;754;723;728;791;755;790;754;715;746
513,8;0;668;657;659;669;650;658;686;658;639;640
516,2;0;557;523;525;548;548;521;540;568;563;532
518,6;0;459;458;451;452;504;451;483;474;480;471
521,0;0;379;397;382;391;378;362;422;388;402;374
523,3;0;390;356;372;367;385;405;362;401;386;392
525,7;0;426;393;428;398;399;394;396;398;414;394
528,1;0;436;437;414;430;450;416;454;445;459;438
530,4;0;525;525;518;512;507;534;547;512;524;510
532,8;0;634;608;623;632;609;630;644;594;640;600
535,1;0;609;603;599;573;605;624;641;619;586;589
537,4;0;566;538;533;585;534;577;543;518;544;551
539,8;0;333;353;372;358;365;344;337;343;320;357
542,1;0;235;270;260;256;267;249;301;264;290;244
544,4;0;221;252;215;227;210;256;223;227;259;224
546,7;0;234;266;238;257;250;233;258;214;270;221
549,1;0;324;310;291;332;334;321;324;295;327;316
551,4;0;303;270;255;250;291;280;284;250;275;314
553,7;0;284;323;292;311;340;298;282;325;314;342
556,0;0;309;324;366;325;302;326;344;331;327;315
558,2;0;327;336;330;309;314;312;305;334;323;315
560,5;0;292;300;324;322;294;291;281;301;333;289
562,8;0;274;262;236;266;234;263;267;262;236;257
565,1;0;267;267;254;248;254;251;274;286;270;271
567,3;0;262;245;224;261;229;240;272;257;243;277
569,6;0;188;180;186;176;144;168;200;155;198;194
