Description
h3_3

Time;11:46:11.376;11:46:12.105;11:46:13.489;11:46:14.087;11:46:15.086;11:46:16.253;11:46:17.116;11:46:18.094;11:46:19.130;11:46:20.149;11:46:21.118
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;52127;50213;49041;48185;47504;46997;46576;46047;45876;45549
317,3;0;48418;46329;45015;44166;43296;42596;42335;41901;41298;41151
320,0;0;42636;40378;38956;37975;36962;36296;35791;35376;34807;34450
322,6;0;36150;33746;32266;31106;30297;29505;28828;28617;28166;27719
325,3;0;31126;28279;26867;25636;24753;24103;23425;23100;22561;22363
328,0;0;26795;24183;22458;21371;20455;19898;19307;18815;18445;18066
330,7;0;24113;21452;19696;18607;17853;17018;16446;16120;15636;15437
333,3;0;22334;19706;17930;16838;16032;15343;14724;14268;13944;13545
336,0;0;21478;18728;16976;15656;14882;14163;13601;13269;12845;12523
338,7;0;21108;18144;16426;15113;14284;13600;12957;12515;12207;11781
341,3;0;21182;18016;16097;14898;13941;13170;12546;12273;11799;11539
344,0;0;21066;17887;16092;14649;13748;12986;12325;11847;11586;11320
346,6;0;21201;17869;15919;14610;13484;12763;12172;11691;11364;11039
349,3;0;20951;17513;15621;14200;13175;12423;11927;11431;11030;10635
352,0;0;20299;16903;14849;13688;12604;11813;11270;10807;10512;10145
354,6;0;19285;15893;14085;12858;11896;11156;10679;10184;9804;9449
357,2;0;17739;14622;12878;11737;10876;10203;9731;9171;9019;8604
359,9;0;15833;13084;11456;10462;9685;9057;8616;8176;7943;7683
362,5;0;13990;11566;10172;9248;8571;8042;7654;7295;6945;6774
365,2;0;12474;10239;8930;8156;7560;7101;6696;6406;6160;6002
367,8;0;11047;9060;7888;7201;6679;6244;5936;5665;5421;5298
370,4;0;9552;7914;6941;6318;5814;5488;5218;5003;4796;4653
373,0;0;8581;7113;6224;5648;5271;4988;4704;4499;4301;4193
375,7;0;7732;6487;5688;5205;4741;4535;4330;4124;3939;3879
378,3;0;7259;5910;5258;4767;4440;4199;3960;3816;3617;3517
380,9;0;6678;5605;4933;4565;4284;4009;3822;3609;3507;3400
383,5;0;6374;5294;4737;4372;4045;3816;3723;3524;3386;3314
386,1;0;6036;5106;4508;4194;3911;3693;3616;3406;3247;3252
388,7;0;5673;4777;4376;4010;3823;3542;3410;3311;3206;3091
391,3;0;5460;4619;4181;3788;3664;3498;3309;3248;3126;2996
393,9;0;5181;4406;4038;3760;3549;3400;3283;3210;3068;3042
396,5;0;4939;4302;3869;3626;3416;3273;3173;3060;2967;2968
399,1;0;4584;3958;3663;3388;3292;3102;3037;2927;2902;2844
401,7;0;4302;3679;3392;3173;3118;2926;2844;2835;2746;2690
404,3;0;4006;3530;3173;3076;2941;2815;2777;2764;2723;2578
406,9;0;3640;3184;2982;2807;2743;2620;2561;2531;2472;2450
409,5;0;3233;2879;2706;2584;2526;2441;2431;2340;2298;2273
412,0;0;2893;2644;2436;2353;2247;2220;2158;2169;2146;2128
414,6;0;2608;2357;2240;2175;2108;2043;2044;2022;2031;1973
417,2;0;2323;2105;2053;1978;1895;1910;1915;1900;1865;1840
419,7;0;2053;1884;1825;1809;1761;1700;1674;1701;1659;1668
422,3;0;1882;1741;1707;1641;1641;1585;1626;1574;1594;1588
424,8;0;1672;1534;1536;1510;1473;1493;1489;1465;1479;1523
427,4;0;1544;1406;1363;1363;1353;1349;1374;1368;1365;1421
429,9;0;1368;1292;1249;1273;1272;1263;1213;1314;1288;1289
432,5;0;1280;1255;1229;1205;1204;1247;1259;1264;1250;1247
435,0;0;1177;1106;1132;1111;1135;1128;1122;1156;1169;1230
437,5;0;1115;1048;1035;1088;1060;1099;1106;1123;1102;1125
440,1;0;974;1025;995;1000;987;1051;1045;1023;1078;1079
442,6;0;1037;969;983;968;983;1043;1028;1059;1062;1070
445,1;0;920;885;904;915;949;920;929;980;1032;1020
447,6;0;843;864;884;886;947;964;945;978;951;982
450,1;0;818;838;874;861;895;932;976;969;978;962
452,6;0;805;842;799;820;879;901;923;953;1004;970
455,2;0;762;768;786;810;875;865;869;926;943;931
457,7;0;787;830;841;848;895;908;938;925;942;984
460,1;0;754;734;766;774;812;787;825;829;896;844
462,6;0;696;712;750;776;796;790;814;837;853;879
465,1;0;693;658;698;725;757;737;796;804;831;819
467,6;0;682;678;705;734;765;783;780;823;830;830
470,1;0;644;681;704;743;764;753;806;771;838;830
472,6;0;615;640;647;642;708;707;728;767;806;794
475,0;0;658;653;666;718;768;774;790;861;823;817
477,5;0;657;660;711;796;802;726;785;846;860;795
479,9;0;724;678;758;848;795;817;803;872;940;830
482,4;0;672;645;718;875;740;717;752;823;873;788
484,8;0;683;658;792;862;777;754;813;849;936;839
487,3;0;625;658;768;803;774;760;776;830;888;861
489,7;0;685;696;785;788;824;736;803;848;898;838
492,2;0;621;647;662;748;731;689;691;754;848;809
494,6;0;658;668;697;733;718;745;768;769;844;816
497,0;0;646;647;679;712;720;736;745;832;828;794
499,4;0;655;723;719;712;765;735;815;793;837;814
501,8;0;782;832;812;826;819;831;870;903;913;915
504,3;0;911;915;918;977;950;926;973;939;1007;999
506,7;0;1084;1074;1049;1087;1127;1129;1096;1148;1149;1156
509,1;0;1192;1176;1191;1164;1198;1200;1208;1204;1197;1230
511,5;0;1139;1121;1133;1176;1132;1172;1152;1163;1167;1211
513,8;0;1059;1066;1027;1057;1062;1034;1058;1091;1087;1086
516,2;0;848;869;830;870;859;897;933;957;934;955
518,6;0;722;743;761;737;776;714;778;792;766;807
521,0;0;623;618;608;659;624;645;639;674;680;643
523,3;0;590;560;614;595;581;599;571;592;663;597
525,7;0;632;583;552;623;596;636;645;625;658;593
528,1;0;656;628;666;718;706;696;732;697;718;664
530,4;0;789;726;769;748;783;810;792;831;801;816
532,8;0;852;850;808;880;884;888;885;941;943;841
535,1;0;811;783;839;853;912;865;876;953;920;857
537,4;0;784;749;772;787;886;783;817;822;865;762
539,8;0;470;497;464;504;489;524;519;537;520;494
542,1;0;356;375;357;405;393;394;386;395;400;422
