Description
h3_2

Time;11:44:15.744;11:44:16.525;11:44:17.037;11:44:17.705;11:44:18.725;11:44:19.718;11:44:20.726;11:44:21.706;11:44:23.006;11:44:23.715;11:44:24.774
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;51803;50095;49174;48334;47675;47209;46446;46163;46008;45507;45379
317,3;48308;46400;45180;44155;43356;42857;42239;41806;41500;41303;40989
320,0;42628;40105;38916;37913;37134;36376;35905;35190;34830;34602;34091
322,6;36008;33619;32153;31046;30355;29581;29063;28606;28196;27755;27315
325,3;30781;28349;26741;25635;24882;24058;23485;23059;22736;22422;21881
328,0;26551;24050;22513;21436;20663;19841;19372;18756;18491;18110;17883
330,7;23856;21166;19631;18431;17688;17135;16575;16016;15577;15423;15130
333,3;22151;19477;17849;16839;15958;15269;14802;14283;13755;13517;13302
336,0;21266;18493;16846;15794;14960;14242;13808;13153;12872;12603;12267
338,7;20866;17787;16274;15055;14260;13630;13064;12505;12213;11891;11614
341,3;20794;17837;16050;14802;13909;13253;12650;12217;11830;11428;11216
344,0;20858;17651;15730;14537;13641;13007;12448;11907;11422;11177;10894
346,6;21025;17622;15793;14391;13480;12810;12182;11746;11351;11027;10624
349,3;20844;17345;15438;14057;13156;12374;11890;11397;10893;10668;10358
352,0;19975;16673;14746;13342;12522;11801;11255;10781;10311;10037;9749
354,6;19005;15830;13938;12621;11804;11197;10638;10178;9779;9412;9244
357,2;17610;14502;12776;11683;10851;10234;9722;9294;8855;8623;8394
359,9;15702;13026;11344;10247;9566;9131;8610;8265;7918;7613;7370
362,5;13909;11506;10079;8999;8470;7998;7700;7308;6976;6743;6563
365,2;12182;10069;8790;8039;7417;7015;6673;6393;6125;5901;5824
367,8;10683;8860;7764;7058;6577;6171;5887;5653;5446;5135;5140
370,4;9447;7764;6801;6199;5759;5439;5259;4929;4767;4538;4493
373,0;8472;7033;6128;5625;5252;4878;4648;4514;4303;4121;4022
375,7;7714;6436;5671;5137;4789;4521;4311;4140;3986;3831;3738
378,3;7110;5909;5219;4751;4468;4203;4026;3855;3682;3627;3474
380,9;6653;5573;4949;4513;4233;3993;3784;3680;3548;3425;3269
383,5;6319;5162;4712;4273;4002;3750;3621;3512;3381;3319;3180
386,1;5946;5026;4541;4130;3903;3705;3560;3467;3338;3203;3158
388,7;5689;4734;4287;3973;3771;3537;3389;3339;3188;3087;2978
391,3;5407;4511;4217;3808;3623;3470;3347;3170;3099;2988;2936
393,9;5129;4351;3985;3660;3477;3324;3237;3135;3024;2964;2909
396,5;4810;4207;3815;3555;3347;3203;3108;3037;2947;2861;2840
399,1;4631;3875;3610;3325;3203;3069;3008;2910;2807;2761;2768
401,7;4252;3617;3360;3121;3004;2892;2868;2741;2684;2677;2589
404,3;3929;3416;3171;3008;2909;2786;2691;2674;2616;2534;2531
406,9;3552;3164;2912;2767;2670;2618;2531;2534;2433;2446;2428
409,5;3220;2855;2666;2610;2522;2450;2405;2360;2319;2288;2318
412,0;2868;2605;2467;2315;2304;2231;2200;2194;2157;2103;2125
414,6;2589;2351;2199;2137;2085;2067;2008;2026;1975;1962;1969
417,2;2306;2149;2013;1923;1875;1871;1882;1804;1874;1859;1855
419,7;2127;1871;1845;1804;1786;1752;1787;1748;1760;1729;1749
422,3;1880;1745;1691;1692;1665;1597;1642;1642;1602;1648;1621
424,8;1724;1583;1543;1507;1502;1506;1512;1501;1509;1523;1505
427,4;1554;1451;1455;1432;1409;1418;1387;1419;1421;1439;1436
429,9;1365;1279;1289;1253;1283;1262;1256;1294;1334;1329;1300
432,5;1281;1229;1245;1207;1225;1191;1213;1193;1251;1275;1250
435,0;1181;1149;1123;1126;1144;1129;1154;1154;1208;1172;1173
437,5;1060;1039;1046;1053;1062;1052;1049;1090;1074;1093;1137
440,1;993;968;974;989;997;993;1028;1025;1064;1069;1098
442,6;948;921;917;977;951;936;1000;993;1017;1027;1075
445,1;937;906;930;966;965;964;1004;983;991;992;1025
447,6;918;908;921;922;954;932;947;996;1035;1000;1002
450,1;836;842;849;884;902;870;921;948;936;962;971
452,6;788;739;820;832;866;882;908;893;920;933;909
455,2;811;769;817;852;866;863;870;918;929;914;942
457,7;769;724;796;775;834;825;871;865;883;888;916
460,1;748;741;734;790;803;805;851;884;886;888;887
462,6;709;704;734;785;771;834;841;856;854;881;881
465,1;703;690;695;763;751;775;789;861;862;842;871
467,6;724;719;744;751;749;784;798;818;832;838;841
470,1;682;666;704;734;731;781;792;811;819;830;825
472,6;684;691;737;742;758;782;783;821;821;847;864
475,0;666;677;681;714;739;756;738;795;801;808;842
477,5;680;639;696;730;716;752;760;751;774;806;805
479,9;628;654;690;715;719;711;764;738;790;772;784
482,4;685;681;719;751;736;734;786;796;771;785;815
484,8;648;681;683;704;714;745;755;758;740;775;808
487,3;715;700;724;750;760;806;768;754;796;802;825
489,7;728;720;709;737;733;744;721;781;811;795;773
492,2;704;694;722;736;726;742;755;757;795;742;811
494,6;687;708;675;760;720;751;753;721;733;755;749
497,0;714;674;678;705;700;670;725;714;723;718;743
499,4;795;739;749;795;807;764;808;802;778;797;806
501,8;896;854;875;838;903;911;872;880;896;842;904
504,3;1000;999;996;1048;1086;1039;996;1017;1017;1014;1002
506,7;1120;1135;1204;1217;1181;1107;1171;1123;1130;1139;1140
509,1;1276;1290;1343;1407;1317;1298;1304;1250;1283;1272;1233
511,5;1279;1268;1269;1316;1271;1299;1272;1273;1210;1215;1246
513,8;1118;1142;1157;1195;1125;1082;1087;1067;1059;1113;1109
516,2;957;940;977;973;944;957;945;943;938;966;948
518,6;853;799;812;834;810;758;818;802;818;802;799
521,0;691;669;699;717;743;669;681;672;719;700;677
523,3;661;642;646;647;636;659;655;631;627;657;677
525,7;627;595;615;611;608;617;616;588;605;634;640
528,1;680;612;625;661;652;648;651;652;661;639;680
530,4;791;780;790;811;780;753;762;788;785;776;765
532,8;849;832;839;835;852;865;848;851;823;824;841
535,1;870;869;869;907;853;848;875;830;863;862;862
