Description
h3_1

Time;11:49:01.801;11:49:02.494;11:49:03.857;11:49:04.514;11:49:05.539;11:49:06.622;11:49:07.560;11:49:08.549;11:49:09.539;11:49:10.542;11:49:11.518
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;44675;44533;44547;44393;44292;44074;43925;43951;43793;43465
317,3;0;39962;39723;39585;39574;39434;39241;39127;39107;38914;38737
320,0;0;32859;32711;32582;32457;32381;32219;32182;32063;31897;31868
322,6;0;25744;25634;25605;25455;25402;25193;25239;25018;24999;24912
325,3;0;19788;19978;19918;19671;19594;19450;19444;19341;19363;19233
328,0;0;15413;15482;15369;15367;15285;15068;15071;15049;14815;14874
330,7;0;12260;12400;12389;12397;12417;12106;12197;12113;12040;11935
333,3;0;10312;10490;10477;10418;10365;10238;10141;10187;10152;10050
336,0;0;8961;9207;9178;9140;9052;9041;9009;9004;8964;8785
338,7;0;8167;8258;8275;8318;8201;8126;8144;8096;8066;7929
341,3;0;7513;7572;7688;7578;7560;7578;7477;7448;7332;7385
344,0;0;6948;7158;7183;7177;7009;6986;6951;6942;6873;6870
346,6;0;6566;6692;6744;6691;6592;6590;6567;6537;6459;6490
349,3;0;6156;6262;6282;6245;6219;6129;6097;6042;6066;6034
352,0;0;5607;5692;5749;5667;5672;5572;5613;5503;5544;5453
354,6;0;5193;5198;5125;5160;5045;5056;5007;4965;4917;4996
357,2;0;4531;4561;4550;4514;4473;4449;4397;4378;4309;4335
359,9;0;3847;3943;3942;3932;3786;3797;3833;3759;3743;3709
362,5;0;3308;3396;3341;3329;3309;3262;3236;3221;3253;3209
365,2;0;2894;2957;2905;2884;2834;2843;2823;2757;2780;2754
367,8;0;2497;2510;2487;2433;2445;2443;2408;2414;2340;2391
370,4;0;2201;2203;2172;2157;2146;2153;2139;2112;2094;2087
373,0;0;1944;1958;1927;1917;1875;1952;1860;1860;1893;1882
375,7;0;1804;1772;1758;1793;1736;1785;1703;1735;1685;1774
378,3;0;1708;1704;1709;1707;1684;1633;1619;1595;1623;1643
380,9;0;1569;1617;1582;1558;1606;1564;1573;1535;1556;1576
383,5;0;1461;1434;1441;1455;1487;1449;1435;1466;1416;1460
386,1;0;1450;1439;1404;1392;1458;1416;1427;1419;1376;1382
388,7;0;1390;1370;1357;1374;1392;1406;1379;1332;1395;1417
391,3;0;1336;1429;1381;1373;1357;1328;1379;1384;1388;1380
393,9;0;1285;1293;1328;1336;1312;1335;1344;1317;1298;1329
396,5;0;1285;1309;1320;1354;1325;1335;1338;1370;1348;1364
399,1;0;1263;1276;1304;1330;1319;1285;1320;1339;1343;1379
401,7;0;1193;1186;1194;1231;1216;1255;1280;1272;1278;1258
404,3;0;1092;1166;1173;1154;1222;1201;1268;1226;1228;1300
406,9;0;1029;1051;1112;1101;1166;1156;1200;1194;1218;1207
409,5;0;998;1049;1073;1087;1094;1130;1141;1157;1152;1178
412,0;0;888;908;960;1009;1044;1087;1063;1063;1103;1101
414,6;0;879;882;882;974;982;1039;993;1058;1038;1028
417,2;0;755;785;870;913;901;929;920;967;985;981
419,7;0;719;763;801;813;846;875;896;885;886;926
422,3;0;693;744;797;817;842;853;891;907;878;873
424,8;0;663;711;774;778;791;837;863;813;852;866
427,4;0;621;683;708;714;750;764;804;799;794;812
429,9;0;533;618;662;634;663;718;706;723;748;725
432,5;0;527;599;660;646;643;677;688;719;733;726
435,0;0;493;528;589;621;644;664;659;665;686;667
437,5;0;472;513;568;594;615;625;631;636;655;698
440,1;0;491;563;576;606;650;639;653;626;634;676
442,6;0;460;535;581;583;613;612;640;614;644;677
445,1;0;451;538;571;617;626;651;639;645;677;671
447,6;0;418;460;510;544;595;541;590;575;589;627
450,1;0;502;554;564;611;677;607;664;653;652;672
452,6;0;480;536;602;597;602;573;608;623;615;679
455,2;0;454;541;595;615;589;565;602;612;611;643
457,7;0;489;581;571;634;631;640;631;652;640;643
460,1;0;440;552;567;604;649;607;647;635;626;662
462,6;0;459;547;560;607;638;646;641;609;635;628
465,1;0;477;561;590;616;646;641;628;629;636;667
467,6;0;468;557;595;605;609;642;652;624;662;681
470,1;0;454;574;607;609;614;664;656;611;653;634
472,6;0;454;574;595;636;589;610;628;636;640;619
475,0;0;472;588;585;612;596;627;677;641;666;659
477,5;0;501;590;627;674;636;672;693;642;668;665
479,9;0;532;608;647;650;664;671;689;661;666;642
482,4;0;510;629;671;666;648;706;705;669;690;703
484,8;0;557;656;693;676;682;684;702;688;685;692
487,3;0;519;676;679;666;701;712;704;669;698;707
489,7;0;480;617;629;626;626;665;660;644;627;640
492,2;0;497;607;652;657;623;647;640;645;673;621
494,6;0;498;616;668;646;628;633;597;642;609;619
497,0;0;579;636;692;690;645;683;664;658;666;720
499,4;0;558;652;677;687;688;681;682;696;694;625
501,8;0;621;710;713;704;742;755;765;757;761;760
504,3;0;751;857;851;853;846;883;894;839;895;865
506,7;0;822;923;954;965;966;925;924;952;953;909
509,1;0;855;992;1017;1000;1007;1035;1042;1037;1039;1011
511,5;0;878;983;1011;964;1004;1006;999;1020;1008;960
513,8;0;792;866;866;891;880;884;897;901;883;875
516,2;0;696;740;794;794;757;748;791;763;772;763
518,6;0;577;634;661;647;658;639;679;643;619;656
521,0;0;498;509;554;553;569;527;548;553;532;536
523,3;0;489;527;584;603;555;583;570;584;547;545
525,7;0;484;559;536;506;537;571;550;511;558;539
528,1;0;547;613;613;586;609;606;627;593;622;594
530,4;0;625;704;719;694;719;695;695;682;676;708
532,8;0;706;775;781;813;776;794;773;791;802;806
535,1;0;700;770;766;796;741;781;768;766;811;757
537,4;0;639;654;688;649;681;686;698;678;670;735
539,8;0;414;427;473;487;444;449;468;437;466;422
542,1;0;297;333;358;351;361;341;357;327;328;328
544,4;0;310;357;323;327;311;336;335;310;335;347
546,7;0;353;408;381;417;401;414;398;413;421;387
549,1;0;350;386;396;375;405;416;385;374;400;366
551,4;0;394;460;442;415;436;416;466;465;432;451
553,7;0;363;406;443;440;423;421;420;417;449;449
