Description
h6_1

Time;12:11:31.990;12:11:32.637;12:11:33.596;12:11:34.663;12:11:35.599;12:11:36.626;12:11:37.615;12:11:38.613;12:11:39.603;12:11:40.895;12:11:41.662
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;44053;44249;44106;43963;43664;43523;43179;43164;42905;42613
317,3;0;38998;38813;39015;38684;38474;38539;38199;37938;37936;37617
320,0;0;31770;31718;31624;31550;31613;31470;31140;30922;30791;30637
322,6;0;24280;24517;24454;24274;24267;24188;24156;23816;23707;23467
325,3;0;18409;18657;18780;18609;18434;18322;18192;18050;17940;17741
328,0;0;13932;14110;14150;14259;14022;13983;13771;13770;13579;13449
330,7;0;10953;11047;11169;11103;11101;11009;10871;10774;10643;10695
333,3;0;8816;9108;9180;9094;9120;9020;8966;8896;8798;8718
336,0;0;7417;7771;7772;7828;7776;7733;7693;7604;7561;7515
338,7;0;6518;6755;6878;6877;6860;6887;6821;6807;6676;6606
341,3;0;5900;6116;6208;6240;6262;6156;6196;6158;6102;6027
344,0;0;5263;5531;5658;5747;5674;5703;5644;5546;5628;5575
346,6;0;4758;5049;5219;5223;5236;5201;5192;5198;5157;5134
349,3;0;4393;4629;4675;4758;4791;4797;4767;4720;4656;4702
352,0;0;3925;4137;4339;4381;4308;4369;4296;4329;4265;4265
354,6;0;3494;3710;3836;3833;3903;3895;3878;3884;3817;3802
357,2;0;2968;3167;3245;3277;3344;3329;3309;3270;3299;3260
359,9;0;2524;2744;2823;2834;2851;2773;2864;2852;2796;2755
362,5;0;2126;2297;2318;2373;2399;2350;2403;2436;2402;2408
365,2;0;1832;2027;2085;2037;2050;2074;2090;2138;2085;2051
367,8;0;1532;1677;1695;1726;1747;1776;1730;1771;1731;1741
370,4;0;1362;1501;1535;1545;1557;1553;1575;1527;1579;1554
373,0;0;1199;1325;1345;1385;1399;1406;1388;1363;1409;1424
375,7;0;1115;1223;1272;1282;1291;1268;1268;1322;1320;1291
378,3;0;1059;1100;1141;1162;1137;1208;1197;1211;1224;1213
380,9;0;991;1060;1079;1080;1160;1125;1144;1154;1156;1100
383,5;0;936;1032;1042;1075;1079;1097;1080;1091;1122;1125
386,1;0;957;975;1022;1024;1066;1103;1077;1113;1094;1127
388,7;0;926;947;1004;1015;1004;1088;1036;1108;1107;1137
391,3;0;903;979;1007;1038;1023;1086;1098;1095;1104;1084
393,9;0;891;974;1007;1056;1091;1086;1121;1147;1169;1130
396,5;0;898;935;979;1021;1025;1103;1112;1125;1148;1155
399,1;0;870;943;991;993;1027;1023;1095;1137;1129;1165
401,7;0;891;905;962;974;1018;1071;1126;1114;1142;1168
404,3;0;798;855;900;956;993;1025;1065;1074;1119;1100
406,9;0;799;862;861;864;954;994;1022;1091;1099;1109
409,5;0;720;779;811;850;945;897;942;1018;1028;1030
412,0;0;649;766;763;850;916;888;966;969;1008;1003
414,6;0;643;737;778;797;839;870;884;942;960;982
417,2;0;608;681;734;785;812;857;898;937;941;972
419,7;0;606;637;668;752;778;793;843;857;911;904
422,3;0;575;622;665;702;755;802;792;802;817;823
424,8;0;479;598;625;635;667;696;733;754;770;805
427,4;0;501;565;614;626;659;707;758;786;789;769
429,9;0;448;530;587;595;650;653;667;668;721;721
432,5;0;468;494;553;574;652;646;668;670;745;730
435,0;0;508;506;549;557;596;580;628;672;668;657
437,5;0;395;460;481;517;545;576;590;619;627;655
440,1;0;418;457;512;540;545;575;611;610;645;673
442,6;0;388;462;499;529;543;541;588;593;591;630
445,1;0;400;503;471;539;543;591;588;584;596;621
447,6;0;422;480;519;513;539;562;583;615;605;608
450,1;0;388;506;499;530;540;564;551;568;626;604
452,6;0;414;442;507;512;535;564;588;596;593;626
455,2;0;368;405;443;491;517;520;539;534;559;552
457,7;0;390;458;498;538;546;541;570;588;601;585
460,1;0;395;488;513;540;563;577;567;562;565;607
462,6;0;373;495;483;506;532;558;530;562;575;573
465,1;0;423;515;490;522;527;581;521;547;565;527
467,6;0;431;480;546;567;522;557;592;557;605;618
470,1;0;405;467;518;524;529;526;542;547;539;575
472,6;0;376;449;468;494;499;496;476;515;523;524
475,0;0;385;506;525;513;540;549;537;545;581;564
477,5;0;431;538;522;573;556;548;536;574;535;571
479,9;0;456;516;540;570;575;567;590;615;587;604
482,4;0;453;524;538;547;565;557;577;566;588;538
484,8;0;453;553;559;558;550;578;554;587;624;568
487,3;0;460;520;545;529;562;546;521;559;541;510
489,7;0;461;537;539;523;541;550;579;577;550;539
492,2;0;430;522;537;517;539;529;549;502;527;541
494,6;0;479;507;550;547;535;570;582;562;569;547
497,0;0;470;492;508;499;539;529;544;508;547;535
499,4;0;522;589;542;613;563;575;580;565;591;544
501,8;0;586;652;672;644;639;655;636;647;659;668
504,3;0;649;741;714;758;736;700;724;712;731;713
506,7;0;810;827;879;868;845;866;825;877;852;838
509,1;0;838;876;887;940;920;927;853;902;916;868
511,5;0;813;860;856;918;882;891;860;889;863;814
513,8;0;734;833;788;798;820;806;773;768;792;777
516,2;0;645;651;698;697;716;690;620;698;673;661
518,6;0;534;598;553;598;555;578;579;546;547;568
521,0;0;465;491;523;511;517;519;498;525;513;484
523,3;0;432;487;511;476;520;494;474;483;453;490
525,7;0;464;451;492;491;468;454;460;480;454;456
528,1;0;474;563;530;549;556;538;556;533;557;510
530,4;0;556;585;602;601;620;600;572;606;605;596
532,8;0;694;714;760;738;709;726;696;704;729;687
535,1;0;651;654;680;681;674;673;684;644;688;666
537,4;0;591;596;646;602;619;596;595;567;592;582
539,8;0;363;398;382;388;381;372;361;375;362;342
542,1;0;249;286;286;286;308;313;292;288;291;296
544,4;0;250;295;316;305;275;285;321;284;297;266
546,7;0;264;295;298;302;307;310;302;287;315;297
549,1;0;288;315;275;305;281;286;260;293;293;292
551,4;0;329;391;337;371;332;359;365;343;362;360
553,7;0;368;390;386;348;372;383;383;412;395;367
556,0;0;402;397;386;418;422;410;375;415;408;360
558,2;0;368;386;360;363;382;370;349;380;359;345
