Description
h6_3

Time;12:15:30.029;12:15:30.968;12:15:32.648;12:15:33.902;12:15:34.408;12:15:34.921;12:15:35.757;12:15:36.780;12:15:37.761;12:15:38.752;12:15:39.749
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;41661;41756;41270;41118;41066;40864;40674;40547;40371;40285
317,3;0;36501;36272;36165;35973;35997;35703;35407;35395;35239;35233
320,0;0;29341;29215;29140;29120;28975;28807;28565;28573;28278;28295
322,6;0;22317;22227;22122;22062;21760;21783;21554;21590;21408;21185
325,3;0;16671;16447;16376;16436;16289;16149;16108;15925;15838;15813
328,0;0;12255;12250;12314;12163;12121;12026;11892;11814;11761;11695
330,7;0;9483;9474;9370;9424;9405;9287;9176;9056;9024;8961
333,3;0;7543;7594;7574;7526;7529;7400;7357;7337;7237;7181
336,0;0;6427;6391;6408;6378;6305;6203;6227;6148;6078;6052
338,7;0;5573;5662;5619;5527;5567;5511;5441;5389;5376;5376
341,3;0;4876;4983;4985;4904;4849;4885;4884;4768;4771;4756
344,0;0;4428;4456;4508;4448;4454;4312;4331;4313;4292;4288
346,6;0;3948;4110;4127;4072;4077;4074;4018;4021;3974;3934
349,3;0;3620;3745;3739;3702;3634;3607;3641;3635;3590;3564
352,0;0;3201;3302;3298;3280;3267;3248;3294;3255;3240;3236
354,6;0;2842;2940;2967;2926;2929;2848;2903;2910;2861;2891
357,2;0;2430;2533;2537;2493;2432;2553;2499;2489;2476;2489
359,9;0;2022;2118;2137;2065;2076;2102;2061;2111;2064;2082
362,5;0;1733;1785;1775;1769;1783;1771;1769;1724;1762;1748
365,2;0;1432;1527;1591;1547;1561;1496;1481;1515;1531;1543
367,8;0;1243;1285;1307;1335;1272;1311;1247;1324;1299;1290
370,4;0;1024;1093;1130;1082;1059;1117;1111;1096;1102;1068
373,0;0;937;1004;1007;1009;1020;946;940;1013;1003;1039
375,7;0;892;943;920;906;884;927;944;872;929;927
378,3;0;789;869;893;836;849;895;845;891;888;880
380,9;0;734;753;786;798;768;772;798;821;833;836
383,5;0;724;805;845;805;808;794;807;847;870;823
386,1;0;758;782;790;800;801;821;818;846;856;843
388,7;0;689;733;752;765;780;797;844;811;829;821
391,3;0;678;723;777;753;783;814;799;816;788;838
393,9;0;654;701;752;799;806;793;797;845;887;877
396,5;0;635;663;767;744;807;765;767;802;837;849
399,1;0;662;696;749;734;808;801;828;823;864;885
401,7;0;598;713;753;760;780;821;821;849;880;903
404,3;0;610;663;728;782;786;795;845;818;863;868
406,9;0;555;659;678;735;754;789;778;836;860;860
409,5;0;582;609;684;711;750;784;772;817;858;865
412,0;0;550;604;627;664;699;742;738;736;816;818
414,6;0;525;569;647;710;684;706;741;770;822;823
417,2;0;485;542;565;649;700;680;718;700;761;767
419,7;0;484;535;560;569;614;654;658;708;738;714
422,3;0;412;464;547;534;578;581;619;641;675;707
424,8;0;381;438;503;541;561;592;581;611;654;653
427,4;0;344;390;449;473;506;530;529;575;591;600
429,9;0;396;407;465;493;545;542;582;602;596;608
432,5;0;318;395;407;413;434;494;499;503;554;571
435,0;0;324;371;443;452;478;500;484;508;524;564
437,5;0;325;364;408;451;452;479;483;511;528;527
440,1;0;314;383;401;425;458;435;446;481;499;545
442,6;0;296;366;374;410;428;425;468;449;530;536
445,1;0;328;332;375;408;428;425;475;474;503;487
447,6;0;302;304;347;375;408;429;423;449;482;479
450,1;0;313;354;396;395;379;422;401;418;489;468
452,6;0;340;348;391;412;434;468;455;476;457;474
455,2;0;307;352;363;392;411;411;394;462;474;465
457,7;0;318;362;404;386;422;396;434;431;439;471
460,1;0;318;324;370;380;406;416;396;436;460;462
462,6;0;291;310;374;377;408;401;398;406;442;439
465,1;0;273;300;364;358;380;376;423;433;428;441
467,6;0;280;300;332;385;373;379;411;429;360;415
470,1;0;312;387;392;415;456;411;436;421;452;454
472,6;0;292;338;375;386;408;424;425;431;434;422
475,0;0;358;361;374;456;456;419;430;368;453;390
477,5;0;336;360;376;424;443;403;427;422;469;422
479,9;0;373;397;394;437;438;437;439;449;450;455
482,4;0;401;435;441;458;476;496;467;475;461;434
484,8;0;402;427;458;449;436;493;479;489;469;486
487,3;0;383;406;408;425;446;435;437;465;434;430
489,7;0;365;397;415;429;421;414;441;442;448;411
492,2;0;424;422;470;463;473;487;463;470;454;469
494,6;0;425;469;441;439;449;473;494;468;443;471
497,0;0;399;410;481;490;484;441;451;453;467;464
499,4;0;473;483;502;492;530;491;453;498;460;503
501,8;0;562;569;576;585;604;555;578;571;600;552
504,3;0;646;654;699;689;722;663;651;663;683;642
506,7;0;757;736;788;799;767;736;753;742;761;722
509,1;0;897;871;853;895;902;836;839;881;879;834
511,5;0;816;825;806;784;838;768;784;772;795;751
513,8;0;799;755;777;756;738;718;721;740;727;721
516,2;0;659;650;645;661;660;641;613;615;633;610
518,6;0;503;507;545;538;525;500;520;517;526;501
521,0;0;464;477;477;477;484;469;437;473;432;440
523,3;0;410;419;424;423;426;439;395;450;396;405
525,7;0;437;450;437;399;422;434;428;392;426;412
528,1;0;454;462;449;473;484;454;473;455;457;468
530,4;0;567;567;573;589;613;546;569;584;550;557
532,8;0;653;675;648;621;662;648;633;684;667;646
535,1;0;681;686;633;644;655;664;655;675;674;626
537,4;0;545;580;557;563;556;588;546;557;550;530
539,8;0;347;326;338;349;320;284;356;339;340;347
542,1;0;252;280;273;288;293;281;257;242;278;261
544,4;0;314;276;300;303;336;302;325;278;303;304
546,7;0;305;292;288;281;319;318;344;285;306;273
549,1;0;280;282;300;279;285;297;278;245;299;268
551,4;0;329;330;341;338;330;295;284;347;324;292
553,7;0;344;350;346;374;337;346;356;335;367;347
556,0;0;309;343;323;325;334;323;308;320;310;323
558,2;0;356;358;345;357;362;363;326;317;337;331
560,5;0;333;327;310;322;335;324;341;337;339;297
562,8;0;286;269;242;293;295;265;249;256;270;250
565,1;0;270;282;255;280;295;274;271;274;262;224
567,3;0;287;250;229;257;223;220;271;233;258;203
569,6;0;226;239;233;213;221;252;239;242;230;231
