Description
h3_1

Time;11:42:48.305;11:42:49.126;11:42:50.567;11:42:51.005;11:42:52.006;11:42:53.090;11:42:54.020;11:42:54.991;11:42:55.988;11:42:57.036;11:42:58.023
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;14;53995;52517;51299;50454;49897;49301;49068;48761;48134;48038
317,3;45;50654;48485;47480;46581;45833;45210;44694;44298;43923;43653
320,0;0;44609;42388;41334;39994;39381;38773;38185;37732;37398;37056
322,6;5;37908;35772;34309;33329;32435;31814;31196;30762;30459;30042
325,3;24;32673;30125;28684;27454;26913;25971;25706;25075;24683;24444
328,0;0;28208;25584;24280;23091;22145;21623;21044;20647;20452;20049
330,7;0;25141;22497;21104;19925;19240;18518;18224;17601;17323;17048
333,3;0;23355;20803;19215;18077;17182;16710;16241;15757;15415;15136
336,0;3;22446;19740;18066;16922;16151;15493;15057;14602;14278;13922
338,7;0;22001;19059;17370;16251;15366;14810;14188;13845;13490;13305
341,3;0;21874;18887;17062;15815;14954;14319;13800;13368;13173;12784
344,0;0;21907;18623;16922;15632;14825;14113;13575;13082;12695;12528
346,6;5;22008;18700;16813;15418;14579;13873;13350;12921;12509;12209
349,3;12;21762;18294;16418;15108;14140;13505;13017;12503;12183;11823
352,0;2;20874;17433;15697;14444;13460;12839;12323;11791;11453;11258
354,6;31;19797;16526;14716;13462;12668;12022;11637;11143;10871;10620
357,2;28;18254;15197;13512;12310;11480;10924;10513;10050;9897;9568
359,9;21;16241;13628;12033;11025;10247;9641;9375;8997;8685;8479
362,5;6;14398;12024;10519;9710;9016;8626;8174;7876;7692;7463
365,2;0;12646;10566;9337;8595;7976;7573;7268;7011;6796;6590
367,8;0;11201;9270;8213;7536;7022;6706;6391;6141;5972;5785
370,4;45;9851;8295;7243;6691;6274;5949;5701;5498;5364;5153
373,0;0;8825;7475;6535;6029;5577;5339;5090;4973;4824;4720
375,7;24;8140;6806;6012;5565;5266;4917;4721;4642;4519;4369
378,3;0;7560;6350;5623;5171;4899;4672;4395;4283;4196;4092
380,9;0;7014;5945;5326;4880;4562;4349;4151;4107;3905;3886
383,5;8;6631;5692;5049;4586;4381;4172;4007;3924;3820;3660
386,1;21;6311;5472;4878;4524;4248;4146;3977;3798;3741;3696
388,7;0;5987;5129;4704;4292;4072;3870;3809;3691;3561;3520
391,3;0;5786;4993;4557;4265;3986;3795;3733;3609;3525;3433
393,9;0;5488;4810;4376;4091;3849;3712;3579;3573;3478;3400
396,5;24;5257;4608;4146;3939;3759;3654;3543;3505;3349;3329
399,1;10;4862;4352;3994;3723;3592;3438;3351;3288;3214;3126
401,7;4;4513;3996;3638;3535;3344;3202;3167;3126;3075;3036
404,3;0;4196;3710;3403;3300;3158;3077;2961;2953;2894;2830
406,9;0;3837;3460;3173;3036;2953;2887;2902;2794;2772;2735
409,5;0;3463;3147;2916;2753;2709;2648;2583;2592;2569;2519
412,0;21;3125;2795;2653;2524;2541;2452;2422;2407;2362;2383
414,6;19;2865;2530;2491;2395;2321;2293;2316;2293;2259;2247
417,2;15;2576;2373;2263;2182;2165;2112;2183;2093;2081;2080
419,7;28;2269;2141;2042;1972;1979;1935;2020;1935;1924;1934
422,3;0;1999;1870;1812;1769;1745;1715;1738;1760;1769;1707
424,8;34;1819;1734;1700;1663;1629;1634;1637;1668;1651;1645
427,4;0;1669;1548;1516;1514;1514;1527;1501;1503;1502;1556
429,9;0;1495;1428;1420;1363;1370;1435;1417;1427;1405;1419
432,5;0;1370;1334;1286;1311;1273;1291;1336;1328;1334;1332
435,0;0;1249;1226;1201;1219;1217;1224;1254;1238;1248;1240
437,5;0;1175;1134;1086;1101;1208;1150;1178;1136;1177;1152
440,1;0;1122;1046;1057;1103;1136;1122;1145;1175;1186;1184
442,6;19;1087;1069;1081;1141;1115;1087;1157;1197;1194;1200
445,1;2;1050;1012;997;1064;1079;1080;1081;1089;1113;1095
447,6;0;975;984;1008;1011;1029;1035;1029;1129;1080;1096
450,1;14;928;931;923;958;979;1018;1062;1029;1062;1066
452,6;0;840;859;891;925;923;929;999;989;980;1000
455,2;0;872;824;866;922;919;938;919;991;983;992
457,7;0;810;830;850;911;924;940;954;962;1006;995
460,1;0;808;836;842;857;927;906;973;939;973;1015
462,6;7;790;797;814;862;892;901;874;947;953;951
465,1;9;763;806;833;853;887;889;889;956;942;967
467,6;0;744;767;806;827;806;831;881;886;928;897
470,1;7;784;778;802;831;834;872;886;922;936;944
472,6;19;705;763;806;748;881;859;851;903;898;916
475,0;0;707;764;796;829;808;835;874;891;873;892
477,5;0;731;787;756;798;820;820;867;865;902;894
479,9;0;773;726;811;824;845;869;902;867;897;891
482,4;0;781;764;760;820;833;841;888;930;900;908
484,8;0;758;753;779;806;813;870;908;924;884;878
487,3;0;767;725;771;824;818;878;869;866;871;851
489,7;0;728;730;729;782;777;841;791;836;812;846
492,2;0;705;749;727;807;791;837;796;850;855;877
494,6;0;738;755;794;806;863;808;807;861;844;826
497,0;0;749;773;775;805;821;824;906;855;814;825
499,4;24;778;788;828;828;855;876;856;921;872;864
501,8;0;878;883;891;904;950;945;996;975;992;1011
504,3;30;1018;1051;1020;1014;1070;1090;1117;1136;1101;1153
506,7;11;1211;1175;1202;1252;1243;1261;1241;1295;1310;1249
509,1;1;1318;1342;1310;1339;1345;1362;1404;1404;1370;1359
511,5;0;1250;1256;1271;1276;1294;1289;1301;1337;1324;1288
513,8;27;1101;1118;1184;1152;1143;1206;1183;1208;1210;1220
516,2;35;960;992;955;970;977;1014;1020;1043;1007;999
518,6;1;786;820;818;795;852;822;874;820;832;814
521,0;7;715;687;707;693;708;743;742;744;729;714
523,3;0;643;639;626;614;681;673;685;681;674;676
525,7;27;631;622;642;605;653;671;651;687;681;660
528,1;2;684;678;679;718;754;673;718;712;739;680
530,4;15;790;799;811;795;799;814;814;820;814;825
532,8;4;860;917;906;915;924;905;933;918;897;923
535,1;23;907;888;919;913;884;896;908;938;911;911
537,4;0;803;818;817;799;821;823;885;867;833;864
