Description
h6_2

Time;12:13:56.745;12:13:57.238;12:13:58.303;12:13:59.573;12:14:00.932;12:14:01.990;12:14:02.520;12:14:03.232;12:14:04.236;12:14:05.337;12:14:06.245
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;45473;45429;45329;44953;44922;44636;44567;44462;44213;43939
317,3;0;40329;40343;40064;40074;39709;39801;39483;39399;39156;39176
320,0;0;32898;33177;33195;32862;32673;32695;32460;32413;32097;32176
322,6;0;25555;25730;25744;25569;25605;25381;25282;25155;25043;24807
325,3;0;19551;19832;19901;19800;19758;19577;19470;19288;19100;19110
328,0;0;14891;15110;15319;15195;15172;15056;14877;14897;14713;14709
330,7;0;11839;12052;12139;12214;12099;12046;11976;11866;11817;11768
333,3;0;9587;9982;10133;10131;10042;10034;9955;9921;9802;9797
336,0;0;8125;8485;8667;8731;8705;8679;8680;8588;8519;8412
338,7;0;7177;7542;7699;7791;7745;7664;7680;7705;7683;7591
341,3;0;6427;6870;7055;7082;7159;7106;6982;7006;6893;6911
344,0;0;5878;6296;6398;6449;6583;6493;6491;6472;6453;6391
346,6;0;5535;5818;6002;6111;6122;6072;6092;6044;5989;6045
349,3;0;4991;5339;5520;5556;5604;5608;5548;5503;5525;5576
352,0;0;4368;4801;4972;4988;4982;5038;4938;5028;5008;4951
354,6;0;3886;4243;4415;4422;4493;4534;4467;4468;4424;4433
357,2;0;3414;3707;3777;3859;3962;3894;3932;3982;3932;3869
359,9;0;2853;3153;3214;3280;3318;3282;3324;3363;3316;3311
362,5;0;2412;2641;2776;2735;2781;2879;2840;2870;2887;2814
365,2;0;2057;2261;2347;2380;2465;2452;2449;2425;2455;2451
367,8;0;1774;1905;2010;2035;2100;2112;2098;2138;2065;2134
370,4;0;1514;1618;1747;1734;1731;1818;1758;1785;1787;1791
373,0;0;1354;1461;1548;1569;1601;1653;1593;1615;1626;1595
375,7;0;1267;1403;1476;1518;1525;1531;1494;1561;1557;1589
378,3;0;1134;1286;1301;1285;1385;1389;1377;1369;1402;1415
380,9;0;1074;1187;1193;1250;1287;1317;1321;1324;1336;1309
383,5;0;1021;1111;1127;1195;1161;1239;1254;1235;1235;1276
386,1;0;1022;1149;1202;1179;1259;1266;1213;1278;1291;1301
388,7;0;1008;1096;1124;1135;1221;1239;1243;1281;1253;1254
391,3;0;942;1019;1073;1142;1173;1191;1234;1212;1231;1266
393,9;0;973;1069;1103;1130;1142;1196;1205;1267;1225;1256
396,5;0;950;1031;1047;1110;1132;1135;1196;1237;1262;1274
399,1;0;925;1062;1098;1088;1142;1222;1246;1231;1280;1322
401,7;0;944;1032;1019;1092;1171;1201;1208;1253;1321;1281
404,3;0;897;959;1026;1053;1069;1137;1206;1204;1248;1292
406,9;0;886;981;1028;1038;1080;1186;1162;1219;1233;1247
409,5;0;848;926;993;1026;1032;1122;1183;1161;1224;1233
412,0;0;792;883;937;983;1051;1102;1143;1180;1193;1217
414,6;0;771;853;911;969;1012;1061;1130;1118;1158;1196
417,2;0;729;812;841;897;970;1007;1003;1067;1089;1145
419,7;0;700;766;827;859;919;984;1008;1007;1120;1088
422,3;0;644;719;805;856;882;883;946;967;1025;1035
424,8;0;564;677;738;741;765;834;894;909;939;993
427,4;0;560;626;671;726;781;838;824;899;895;965
429,9;0;549;635;668;708;772;807;791;850;883;946
432,5;0;531;612;628;693;709;768;784;825;840;850
435,0;0;520;587;654;670;687;745;773;809;835;877
437,5;0;520;594;630;657;675;740;768;769;824;849
440,1;0;470;554;603;662;630;707;723;750;750;802
442,6;0;455;573;601;614;665;694;709;745;777;777
445,1;0;481;571;596;613;664;720;695;766;764;803
447,6;0;459;512;589;637;628;684;738;719;749;773
450,1;0;514;555;605;628;678;722;690;705;751;780
452,6;0;472;542;608;659;638;671;694;741;704;756
455,2;0;480;575;631;651;687;719;724;721;714;736
457,7;0;470;597;608;637;627;690;696;728;736;724
460,1;0;484;573;607;629;640;680;680;702;745;729
462,6;0;434;502;606;588;600;624;666;719;655;730
465,1;0;446;563;602;589;633;647;665;686;701;692
467,6;0;437;546;637;630;636;688;671;691;710;696
470,1;0;500;578;642;608;709;659;697;716;725;724
472,6;0;490;590;582;631;639;654;668;688;674;705
475,0;0;465;617;634;637;635;660;686;672;696;687
477,5;0;465;601;573;605;600;665;653;633;644;694
479,9;0;444;587;651;651;669;666;661;697;693;712
482,4;0;533;635;690;721;736;714;695;687;725;724
484,8;0;531;652;666;696;669;679;685;687;707;697
487,3;0;573;621;653;640;671;677;699;693;690;725
489,7;0;512;606;612;640;666;635;649;682;684;690
492,2;0;522;614;635;634;602;641;656;667;648;672
494,6;0;511;565;605;647;596;638;635;651;635;693
497,0;0;517;601;618;604;599;651;639;626;623;614
499,4;0;579;632;664;679;664;714;671;650;672;703
501,8;0;646;685;740;746;721;706;717;748;730;720
504,3;0;687;796;815;787;826;800;812;834;813;786
506,7;0;824;937;917;910;905;944;923;912;960;944
509,1;0;922;980;982;976;970;993;941;1022;960;970
511,5;0;850;939;919;944;918;992;974;932;929;969
513,8;0;813;889;859;876;895;935;869;866;895;901
516,2;0;662;730;743;753;756;742;723;750;756;723
518,6;0;557;628;589;616;637;652;604;628;604;626
521,0;0;522;536;535;579;535;560;544;577;537;554
523,3;0;475;518;565;521;502;545;533;516;522;510
525,7;0;497;532;534;555;534;535;568;561;547;541
528,1;0;558;608;636;626;623;669;624;622;639;608
530,4;0;604;666;674;689;689;714;684;671;674;656
532,8;0;725;737;743;760;731;750;733;775;748;751
535,1;0;736;777;797;751;762;762;784;762;767;801
537,4;0;659;651;718;744;696;701;696;696;691;681
539,8;0;364;391;438;407;428;407;415;442;418;414
542,1;0;293;350;297;337;326;328;348;315;316;313
544,4;0;315;373;377;353;390;349;336;387;371;377
546,7;0;306;360;387;396;408;403;384;395;376;404
549,1;0;363;385;434;429;416;423;389;436;432;431
551,4;0;347;423;419;413;425;382;398;406;409;421
553,7;0;385;401;406;423;410;410;423;411;409;428
556,0;0;385;415;390;386;408;406;397;418;397;394
