Description
h5_3

Time;12:09:17.502;12:09:18.218;12:09:19.591;12:09:20.266;12:09:21.242;12:09:22.433;12:09:23.349;12:09:24.232;12:09:25.300;12:09:26.448;12:09:27.425
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;41984;41861;41860;41573;41304;41375;41111;41067;40900;40720
317,3;0;36912;36702;36605;36638;36365;36079;35797;35909;35854;35724
320,0;0;29863;29823;29608;29327;29086;29106;28974;28885;28676;28626
322,6;0;22551;22549;22319;22445;22129;21981;21956;21896;21681;21635
325,3;0;16805;16653;16636;16572;16372;16408;16186;16104;16184;16003
328,0;0;12495;12569;12364;12298;12220;12191;12016;11963;11888;11835
330,7;0;9528;9496;9506;9438;9314;9264;9317;9196;9072;9051
333,3;0;7514;7625;7619;7563;7538;7399;7397;7323;7340;7203
336,0;0;6365;6362;6386;6456;6272;6295;6207;6201;6027;6092
338,7;0;5435;5451;5562;5520;5513;5401;5370;5374;5304;5272
341,3;0;4819;4890;4892;4864;4843;4797;4674;4741;4685;4693
344,0;0;4228;4331;4374;4388;4266;4284;4271;4192;4219;4174
346,6;0;3785;3883;3888;3964;3903;3892;3836;3811;3760;3803
349,3;0;3452;3442;3525;3541;3469;3473;3425;3459;3412;3370
352,0;0;3048;3107;3113;3139;3140;3127;3087;3036;3082;3050
354,6;0;2621;2698;2740;2754;2685;2721;2729;2697;2693;2671
357,2;0;2238;2302;2358;2353;2360;2348;2304;2287;2323;2318
359,9;0;1796;1900;1900;1880;1931;1884;1934;1891;1898;1888
362,5;0;1526;1581;1633;1627;1630;1614;1642;1611;1591;1613
365,2;0;1289;1374;1381;1369;1378;1363;1370;1366;1370;1349
367,8;0;1104;1166;1123;1173;1205;1173;1163;1182;1202;1171
370,4;0;933;984;1036;1056;997;1015;984;1032;1008;979
373,0;0;849;868;859;913;924;887;921;929;942;895
375,7;0;711;757;762;777;799;812;790;804;808;802
378,3;0;672;729;760;772;753;796;770;775;760;772
380,9;0;638;694;677;703;730;764;742;741;745;772
383,5;0;643;684;691;683;700;716;707;750;752;768
386,1;0;647;655;712;722;738;791;766;723;785;779
388,7;0;530;577;647;644;643;687;660;696;700;696
391,3;0;570;574;652;664;677;710;728;737;742;755
393,9;0;591;654;619;687;674;717;741;748;740;804
396,5;0;545;631;724;742;682;755;760;799;788;780
399,1;0;531;584;603;637;697;707;700;765;754;759
401,7;0;519;580;630;638;637;713;724;793;760;765
404,3;0;489;575;581;626;684;738;739;748;773;804
406,9;0;480;525;597;630;649;658;704;719;763;795
409,5;0;478;533;542;589;637;664;677;735;753;756
412,0;0;460;505;564;605;652;648;701;740;747;704
414,6;0;448;551;536;581;612;700;661;719;749;721
417,2;0;384;455;494;522;541;611;609;653;667;680
419,7;0;440;462;544;556;630;641;632;682;685;697
422,3;0;354;369;460;463;535;576;571;559;612;630
424,8;0;351;372;398;498;519;538;548;578;601;592
427,4;0;351;405;438;488;473;526;533;557;552;627
429,9;0;320;347;396;438;443;470;502;526;540;539
432,5;0;306;365;438;422;396;488;475;486;529;547
435,0;0;304;364;370;413;431;446;488;512;485;522
437,5;0;303;351;361;443;384;446;475;461;470;454
440,1;0;280;353;357;377;424;417;449;494;465;482
442,6;0;303;327;319;384;410;434;446;489;506;481
445,1;0;307;282;373;371;401;388;430;441;464;503
447,6;0;259;290;315;350;356;376;398;431;440;438
450,1;0;277;304;357;383;368;382;420;428;454;432
452,6;0;296;335;341;378;364;402;413;459;415;453
455,2;0;280;295;320;346;396;364;367;398;427;418
457,7;0;267;296;338;354;397;393;426;424;421;430
460,1;0;261;302;332;362;343;341;390;397;410;398
462,6;0;266;267;286;310;332;331;378;356;405;393
465,1;0;264;286;307;322;323;381;374;395;363;407
467,6;0;341;344;375;387;386;405;416;447;456;410
470,1;0;254;268;286;322;323;336;346;383;349;397
472,6;0;264;330;335;348;343;406;411;399;399;406
475,0;0;265;341;322;368;344;342;361;395;362;362
477,5;0;322;326;353;369;365;371;390;397;412;394
479,9;0;309;375;380;369;413;393;406;419;422;434
482,4;0;365;400;429;435;438;424;446;434;410;438
484,8;0;333;349;361;406;384;404;405;392;386;411
487,3;0;370;404;370;397;423;433;420;409;409;449
489,7;0;349;363;380;400;375;404;411;391;399;406
492,2;0;336;391;382;443;454;395;412;429;421;403
494,6;0;375;382;420;422;448;423;437;438;429;435
497,0;0;358;383;452;415;445;435;425;437;419;438
499,4;0;413;425;427;475;479;436;455;458;455;459
501,8;0;533;541;552;534;563;550;555;572;557;558
504,3;0;635;617;661;657;650;642;668;668;651;656
506,7;0;737;778;729;773;791;769;776;788;770;770
509,1;0;773;785;849;845;831;854;827;826;833;828
511,5;0;747;761;796;763;787;810;758;798;774;793
513,8;0;671;703;702;690;699;751;687;680;719;686
516,2;0;540;566;620;620;602;539;603;593;575;556
518,6;0;541;526;506;517;581;525;502;545;527;568
521,0;0;432;459;457;471;476;446;430;450;420;444
523,3;0;389;367;393;384;381;420;385;389;419;388
525,7;0;423;431;430;406;404;411;387;414;416;420
528,1;0;468;417;467;464;479;474;485;490;442;473
530,4;0;598;578;599;582;587;560;597;586;574;584
532,8;0;644;670;649;681;664;655;641;657;624;642
535,1;0;649;673;662;664;643;649;693;679;671;650
537,4;0;578;566;556;582;563;595;584;564;584;562
539,8;0;370;357;387;387;367;389;350;360;411;386
542,1;0;300;281;277;288;248;284;258;270;283;277
544,4;0;340;341;334;354;321;307;325;319;298;309
546,7;0;305;326;317;356;319;321;336;333;300;326
549,1;0;335;337;323;321;319;297;300;299;350;315
551,4;0;340;350;358;373;334;357;357;356;357;349
553,7;0;365;391;389;364;380;360;379;373;365;379
556,0;0;336;331;382;349;360;328;354;356;318;336
558,2;0;331;324;333;332;331;326;363;377;349;347
560,5;0;338;362;363;339;338;327;352;354;356;358
562,8;0;332;312;323;340;317;327;326;320;327;304
565,1;0;275;272;284;259;261;275;275;281;275;253
567,3;0;209;270;257;251;291;241;266;244;251;269
569,6;0;222;244;245;184;259;241;236;236;262;235
