Description
h7_2

Time;12:18:51.204;12:18:51.831;12:18:53.387;12:18:53.836;12:18:54.919;12:18:55.869;12:18:56.971;12:18:57.818;12:18:58.814;12:19:00.201;12:19:02.170
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;41400;41201;41027;40841;40759;40487;40259;39980;39952;39810
317,3;0;36070;36071;35877;35594;35392;35320;35119;34925;34695;34505
320,0;0;29149;28981;28662;28541;28384;28154;28124;28002;27709;27516
322,6;0;22010;21826;21702;21518;21441;21205;21137;20882;20835;20647
325,3;0;16393;16207;16098;15903;15818;15690;15533;15385;15372;15252
328,0;0;12018;12019;11912;11816;11610;11511;11484;11370;11213;11139
330,7;0;9139;9094;9073;8919;8839;8719;8687;8612;8483;8416
333,3;0;7279;7202;7198;7092;7073;6967;6902;6802;6720;6718
336,0;0;6027;6010;5936;5883;5889;5820;5721;5724;5695;5655
338,7;0;5212;5169;5141;5051;5034;4984;4935;4820;4812;4731
341,3;0;4502;4580;4563;4497;4500;4427;4372;4350;4272;4248
344,0;0;4051;4011;4002;3990;3960;3897;3876;3860;3813;3795
346,6;0;3632;3708;3613;3633;3634;3568;3539;3500;3517;3468
349,3;0;3276;3260;3273;3240;3286;3200;3201;3158;3104;3076
352,0;0;2803;2865;2858;2855;2852;2772;2778;2736;2746;2759
354,6;0;2461;2436;2469;2514;2435;2481;2396;2403;2380;2381
357,2;0;2080;2115;2103;2121;2128;2086;2135;2074;2022;2061
359,9;0;1733;1772;1800;1765;1738;1748;1782;1731;1712;1754
362,5;0;1417;1465;1448;1418;1438;1433;1444;1459;1471;1464
365,2;0;1223;1243;1288;1249;1294;1311;1249;1252;1244;1271
367,8;0;1042;1055;1040;1051;1054;1079;1070;1032;1053;1024
370,4;0;916;935;997;964;985;955;1000;994;985;1011
373,0;0;800;805;807;823;815;848;869;849;846;836
375,7;0;734;788;813;771;807;778;778;751;800;820
378,3;0;644;669;700;721;727;754;712;751;719;739
380,9;0;638;647;651;707;669;689;673;716;701;713
383,5;0;587;626;603;634;640;660;673;661;632;659
386,1;0;590;625;668;674;675;718;708;721;703;718
388,7;0;596;605;624;624;668;665;680;683;706;701
391,3;0;652;636;639;657;702;701;742;728;739;769
393,9;0;586;604;627;661;646;679;747;746;757;727
396,5;0;557;593;554;689;674;738;707;712;773;778
399,1;0;528;539;624;667;671;676;723;742;766;749
401,7;0;554;586;626;658;677;738;740;767;796;819
404,3;0;595;603;636;662;740;763;779;726;761;807
406,9;0;521;529;576;625;679;718;695;772;780;838
409,5;0;494;516;560;612;677;654;712;701;751;788
412,0;0;469;510;529;581;639;681;691;696;718;768
414,6;0;448;505;515;524;582;609;658;681;689;742
417,2;0;393;456;495;480;512;565;614;652;667;677
419,7;0;412;462;462;522;579;615;628;631;678;670
422,3;0;374;427;458;533;533;566;602;623;638;662
424,8;0;356;388;426;462;528;570;596;603;655;660
427,4;0;322;381;404;419;496;511;533;544;558;584
429,9;0;331;364;405;405;483;487;540;552;566;572
432,5;0;320;391;366;412;463;452;536;539;552;566
435,0;0;338;312;363;371;412;462;494;511;534;542
437,5;0;306;311;332;376;425;449;464;444;496;508
440,1;0;284;270;348;351;358;384;440;465;471;458
442,6;0;339;335;354;387;426;435;449;502;516;498
445,1;0;276;321;315;349;375;419;405;425;447;487
447,6;0;287;284;359;351;341;402;420;434;461;484
450,1;0;272;288;320;322;347;395;420;434;441;459
452,6;0;310;298;290;333;363;356;390;432;423;455
455,2;0;285;294;313;314;385;423;393;402;435;425
457,7;0;251;249;271;287;298;333;375;377;390;411
460,1;0;249;265;290;320;343;336;391;399;421;414
462,6;0;241;310;328;308;368;396;396;407;420;431
465,1;0;256;279;280;320;290;306;359;338;381;384
467,6;0;270;266;290;301;348;302;332;367;344;379
470,1;0;299;314;316;335;356;361;392;376;397;374
472,6;0;277;335;306;323;365;369;338;410;393;413
475,0;0;290;299;281;327;326;363;389;378;418;414
477,5;0;326;300;360;349;372;384;401;397;419;437
479,9;0;289;338;345;327;359;332;398;385;404;400
482,4;0;385;369;395;382;406;373;442;423;427;446
484,8;0;350;399;391;385;397;401;462;442;440;447
487,3;0;371;408;412;387;394;417;408;426;487;433
489,7;0;362;364;360;393;377;370;418;439;416;412
492,2;0;357;403;392;410;410;423;429;423;433;405
494,6;0;397;410;410;382;399;413;434;448;473;441
497,0;0;415;416;413;384;408;401;432;445;446;427
499,4;0;447;454;483;467;517;467;480;519;500;544
501,8;0;549;558;533;536;566;580;586;530;579;588
504,3;0;662;658;694;667;700;693;682;669;699;747
506,7;0;772;818;777;763;779;742;784;781;770;819
509,1;0;877;838;828;797;861;861;848;880;908;919
511,5;0;827;880;793;838;837;854;832;895;888;886
513,8;0;732;786;724;768;755;811;780;763;791;817
516,2;0;646;658;629;658;638;697;654;664;663;681
518,6;0;524;485;516;481;524;518;562;524;557;543
521,0;0;443;478;445;438;454;442;475;461;467;475
523,3;0;373;362;382;369;424;398;378;410;407;386
525,7;0;439;430;442;413;426;419;403;395;417;434
528,1;0;509;487;472;488;448;483;486;486;505;496
530,4;0;551;576;537;593;544;569;549;575;547;515
532,8;0;624;621;628;631;597;643;583;595;637;631
535,1;0;668;647;643;672;665;623;665;682;657;663
537,4;0;582;611;629;567;570;577;535;591;597;600
539,8;0;323;371;315;332;326;290;293;306;350;355
542,1;0;250;253;218;226;268;217;265;252;273;267
544,4;0;253;263;276;258;275;270;263;255;284;278
546,7;0;311;312;313;328;325;315;339;323;323;343
549,1;0;339;325;339;345;354;350;340;349;356;355
551,4;0;360;370;323;363;370;340;349;360;347;332
553,7;0;378;347;323;308;327;340;341;335;355;325
556,0;0;494;411;424;362;417;435;428;440;394;392
558,2;0;386;361;364;333;348;393;361;346;348;361
560,5;0;385;345;318;299;347;342;352;340;356;370
562,8;0;292;293;313;299;318;321;311;313;314;281
565,1;0;276;286;279;264;305;276;301;301;294;282
567,3;0;287;261;241;249;252;276;256;237;266;274
569,6;0;225;229;186;215;198;203;187;202;194;211
