Description
h5_2

Time;12:07:20.940;12:07:21.583;12:07:22.266;12:07:23.306;12:07:24.283;12:07:25.281;12:07:26.273;12:07:27.456;12:07:28.504;12:07:29.506;12:07:30.490
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;42347;42001;41925;41958;41719;41533;41329;41340;41296;40864
317,3;0;37193;37076;37102;36688;36510;36379;36185;36043;35907;35768
320,0;0;29983;30018;29742;29692;29574;29374;29211;29143;28904;28744
322,6;0;22817;22833;22708;22557;22472;22249;22135;22068;21887;21863
325,3;0;16991;17100;17000;16867;16745;16680;16518;16411;16320;16328
328,0;0;12749;12790;12666;12637;12609;12401;12397;12238;12182;12115
330,7;0;9772;9842;9915;9877;9835;9657;9638;9525;9471;9415
333,3;0;7820;7953;7948;7875;7768;7807;7836;7665;7630;7579
336,0;0;6681;6719;6798;6793;6686;6627;6591;6538;6471;6492
338,7;0;5714;5790;5873;5897;5820;5790;5805;5712;5681;5630
341,3;0;5069;5234;5259;5207;5212;5194;5160;5143;4984;5056
344,0;0;4513;4622;4757;4736;4732;4700;4645;4680;4593;4559
346,6;0;4084;4329;4320;4379;4308;4232;4291;4205;4216;4216
349,3;0;3734;3859;3884;3922;3887;3900;3831;3911;3828;3821
352,0;0;3312;3424;3488;3507;3458;3419;3509;3462;3389;3432
354,6;0;2911;3003;3018;3110;3094;3061;3051;3036;3011;2972
357,2;0;2516;2599;2636;2699;2661;2676;2597;2667;2617;2563
359,9;0;2052;2162;2206;2205;2215;2214;2210;2207;2183;2204
362,5;0;1719;1788;1835;1867;1873;1860;1847;1848;1853;1893
365,2;0;1380;1534;1646;1645;1600;1588;1604;1659;1608;1574
367,8;0;1229;1285;1296;1315;1351;1351;1325;1368;1338;1329
370,4;0;1035;1055;1156;1141;1122;1181;1209;1206;1164;1156
373,0;0;935;994;1030;1035;1047;1056;1030;1045;1045;1005
375,7;0;814;837;857;895;894;874;877;872;938;934
378,3;0;724;827;830;822;867;862;801;865;882;821
380,9;0;701;741;754;792;826;826;849;823;860;844
383,5;0;679;712;707;792;739;771;766;811;810;787
386,1;0;692;712;743;785;805;809;817;850;857;848
388,7;0;588;640;712;723;733;727;725;778;731;798
391,3;0;668;711;712;735;770;799;856;866;884;854
393,9;0;619;670;684;725;743;787;795;825;815;826
396,5;0;635;685;712;733;758;800;815;873;893;855
399,1;0;569;628;659;732;762;764;774;802;849;839
401,7;0;567;650;692;729;716;786;824;832;844;894
404,3;0;602;639;692;727;762;796;856;874;864;901
406,9;0;559;627;664;695;717;764;820;825;868;854
409,5;0;520;563;602;653;685;707;790;799;807;848
412,0;0;533;587;622;691;689;710;770;776;824;854
414,6;0;492;551;598;649;648;700;712;765;754;781
417,2;0;460;494;565;580;609;643;674;696;730;766
419,7;0;446;482;548;582;612;634;685;707;754;726
422,3;0;445;459;495;553;580;635;619;652;723;693
424,8;0;388;444;480;527;566;572;627;649;642;677
427,4;0;400;437;461;519;570;553;574;620;634;671
429,9;0;373;449;446;492;517;485;554;598;615;622
432,5;0;333;417;391;467;492;494;560;550;563;603
435,0;0;302;363;379;385;415;458;479;514;525;560
437,5;0;333;348;400;431;450;467;514;543;534;507
440,1;0;334;405;423;452;498;494;490;521;543;572
442,6;0;344;376;408;426;454;464;475;530;531;553
445,1;0;352;351;382;448;457;451;481;523;494;523
447,6;0;333;357;371;376;441;421;430;495;480;525
450,1;0;356;388;387;393;424;437;501;517;507;485
452,6;0;335;384;397;416;461;473;472;474;523;493
455,2;0;336;363;379;393;405;396;450;484;515;458
457,7;0;344;378;404;403;449;442;455;471;523;479
460,1;0;329;379;380;410;408;435;441;465;453;471
462,6;0;348;381;382;386;420;416;480;473;503;510
465,1;0;346;386;423;445;448;420;483;448;475;491
467,6;0;343;414;410;438;436;436;473;502;476;510
470,1;0;308;379;390;380;415;380;398;446;440;463
472,6;0;321;369;412;416;432;444;429;424;429;460
475,0;0;311;427;376;394;445;395;432;437;424;466
477,5;0;326;354;384;405;430;400;440;434;416;456
479,9;0;329;379;389;428;438;452;465;438;448;450
482,4;0;364;387;431;427;426;452;473;462;438;471
484,8;0;393;460;443;447;434;434;463;487;435;458
487,3;0;355;409;436;434;452;461;478;429;456;459
489,7;0;424;447;424;408;435;415;458;490;461;461
492,2;0;443;491;458;494;497;495;490;534;519;507
494,6;0;406;417;442;454;450;442;469;452;466;483
497,0;0;399;439;465;456;431;443;453;482;441;475
499,4;0;465;450;515;496;537;521;507;539;525;508
501,8;0;533;608;580;594;595;595;636;627;633;634
504,3;0;666;692;687;673;683;727;728;679;686;675
506,7;0;755;760;789;768;858;826;785;836;808;797
509,1;0;794;840;890;858;846;890;874;885;827;859
511,5;0;735;791;842;780;805;858;829;806;817;825
513,8;0;710;745;735;762;760;722;755;774;739;759
516,2;0;592;614;611;631;664;637;664;635;607;653
518,6;0;521;541;597;564;541;571;541;553;575;601
521,0;0;430;455;479;437;460;479;480;447;470;457
523,3;0;432;458;451;449;415;469;476;476;415;458
525,7;0;456;478;426;458;445;455;470;483;486;479
528,1;0;497;529;536;532;508;527;535;528;515;504
530,4;0;579;572;622;593;594;572;580;571;620;595
532,8;0;660;721;687;646;699;677;713;703;676;666
535,1;0;691;705;741;736;707;707;733;697;715;724
537,4;0;605;626;639;658;639;620;665;640;662;609
539,8;0;383;377;380;361;399;345;370;416;396;398
542,1;0;305;324;298;303;313;309;303;284;315;306
544,4;0;325;359;342;335;328;351;341;327;324;337
546,7;0;311;320;293;343;332;329;329;342;333;327
549,1;0;319;330;343;314;328;348;347;345;347;334
551,4;0;358;318;345;334;360;352;333;385;362;331
553,7;0;372;379;387;375;377;407;367;385;355;334
556,0;0;366;374;372;374;378;404;399;407;351;387
558,2;0;357;349;353;346;338;366;351;360;376;360
560,5;0;321;356;349;357;363;354;367;365;379;329
562,8;0;353;349;349;331;325;354;361;363;313;368
565,1;0;290;305;307;308;280;286;306;308;302;316
567,3;0;267;301;300;261;277;286;303;278;297;300
569,6;0;218;283;239;260;261;302;257;289;239;251
