Description
h4_1

Time;11:53:44.375;11:53:45.105;11:53:46.344;11:53:47.113;11:53:48.113;11:53:49.166;11:53:50.126;11:53:51.127;11:53:52.117;11:53:53.181;11:53:54.176
Global Index;1;2;3;4;5;6;7;8;9;10;11
Phase;;;;;;;;;;;
Phase Record Index;1;2;3;4;5;6;7;8;9;10;11
Integration Time in ms;200;200;200;200;200;200;200;200;200;200;200
Average Count;5;5;5;5;5;5;5;5;5;5;5
314,6;0;44036;43672;43878;43511;43519;43279;42957;42803;42526;42618
317,3;0;38902;38955;38585;38437;38122;38142;37819;37710;37434;37404
320,0;0;31682;31434;31390;31142;30940;30728;30581;30587;30212;30221
322,6;0;24123;24221;24030;23871;23682;23403;23387;23263;22985;22907
325,3;0;18240;18362;18054;17979;17832;17677;17601;17385;17259;17270
328,0;0;13816;13745;13569;13510;13376;13268;13205;13069;12924;12877
330,7;0;10688;10627;10610;10477;10360;10324;10097;10145;10047;9935
333,3;0;8660;8572;8555;8530;8402;8393;8214;8179;8077;7906
336,0;0;7328;7271;7276;7250;7136;7060;6986;6950;6899;6861
338,7;0;6385;6346;6296;6314;6224;6116;6129;6039;5892;5914
341,3;0;5691;5655;5575;5605;5598;5513;5403;5400;5288;5335
344,0;0;5086;5051;5076;5015;5006;4962;4848;4898;4819;4768
346,6;0;4690;4666;4694;4621;4625;4547;4536;4496;4449;4368
349,3;0;4124;4227;4185;4178;4184;4075;4063;4037;4010;3957
352,0;0;3695;3794;3786;3767;3716;3646;3650;3639;3600;3559
354,6;0;3321;3327;3381;3281;3271;3282;3255;3226;3254;3169
357,2;0;2812;2799;2863;2833;2857;2809;2803;2762;2754;2720
359,9;0;2383;2424;2437;2422;2352;2398;2348;2308;2334;2287
362,5;0;2073;2055;2053;2076;2089;2067;2036;2009;2020;1942
365,2;0;1733;1750;1727;1729;1753;1700;1722;1719;1693;1704
367,8;0;1494;1542;1548;1521;1494;1501;1482;1515;1498;1489
370,4;0;1344;1344;1307;1365;1378;1305;1304;1309;1286;1305
373,0;0;1207;1255;1222;1201;1225;1175;1220;1212;1193;1190
375,7;0;1125;1169;1181;1185;1203;1164;1196;1127;1131;1137
378,3;0;1082;1137;1081;1103;1058;1064;1108;1055;1046;1082
380,9;0;1050;1054;1066;1018;1036;1053;1031;1038;1041;1030
383,5;0;980;1017;1043;1023;989;1024;1015;980;1004;1005
386,1;0;961;965;997;1022;1024;1015;970;1013;1005;1016
388,7;0;983;1007;1005;1014;1019;1018;1005;1013;1043;1002
391,3;0;965;991;997;1025;1019;1029;1042;1047;1025;1065
393,9;0;974;997;1042;1030;1075;1055;1046;1037;1013;1070
396,5;0;963;987;977;1008;1047;1010;1054;1056;1053;1002
399,1;0;935;998;1018;1017;1049;1050;1048;1105;1090;1095
401,7;0;922;961;937;980;1006;1049;1052;1070;1085;1067
404,3;0;859;903;944;978;1042;1025;1036;1059;1071;1065
406,9;0;845;906;934;902;954;987;970;1027;1023;1012
409,5;0;778;829;870;874;905;956;939;971;1016;977
412,0;0;721;780;837;912;894;896;936;960;971;972
414,6;0;709;757;725;812;801;830;888;892;888;905
417,2;0;648;697;729;723;749;804;826;841;862;882
419,7;0;595;665;675;745;780;760;816;813;813;852
422,3;0;552;612;626;692;701;709;748;744;746;789
424,8;0;506;585;572;659;675;683;699;734;741;742
427,4;0;490;545;591;618;643;684;634;694;728;735
429,9;0;500;544;591;609;657;671;686;685;707;704
432,5;0;431;512;505;545;554;596;631;594;640;637
435,0;0;461;434;478;529;544;567;605;614;609;609
437,5;0;434;461;503;533;574;581;575;599;604;588
440,1;0;396;443;439;505;512;506;568;544;572;593
442,6;0;405;426;425;445;487;522;558;527;557;534
445,1;0;386;428;422;452;487;510;494;508;513;521
447,6;0;383;414;441;457;491;471;539;505;559;509
450,1;0;372;396;391;452;431;452;523;496;551;512
452,6;0;308;369;399;463;439;455;452;486;480;509
455,2;0;377;399;456;466;445;439;506;468;495;513
457,7;0;380;437;383;433;440;494;501;491;480;467
460,1;0;325;375;392;413;393;456;447;467;462;471
462,6;0;351;371;386;380;425;445;427;435;480;452
465,1;0;343;365;387;399;433;412;432;467;445;469
467,6;0;349;374;387;377;428;470;458;448;464;433
470,1;0;343;399;373;394;409;470;489;444;432;479
472,6;0;369;374;389;372;407;420;414;428;443;441
475,0;0;339;379;396;373;413;435;442;428;445;465
477,5;0;357;385;407;395;422;434;432;446;437;448
479,9;0;357;392;414;409;406;428;402;451;462;420
482,4;0;388;385;398;415;415;432;452;456;453;418
484,8;0;373;424;430;421;434;457;465;485;443;479
487,3;0;378;380;379;381;449;428;439;453;453;428
489,7;0;371;385;430;424;432;429;431;450;445;467
492,2;0;423;436;432;428;455;420;443;476;422;465
494,6;0;383;416;406;459;459;428;440;452;439;452
497,0;0;413;444;457;427;446;413;449;447;455;462
499,4;0;467;526;481;493;484;478;533;492;525;488
501,8;0;602;600;574;555;574;542;566;571;550;576
504,3;0;667;659;611;635;643;639;672;668;679;647
506,7;0;773;790;788;793;765;785;794;831;835;780
509,1;0;859;844;841;829;845;875;859;872;850;823
511,5;0;811;800;791;795;769;765;829;815;800;798
513,8;0;707;742;664;710;653;686;709;698;698;695
516,2;0;591;614;611;614;592;585;605;642;613;620
518,6;0;492;524;490;506;474;529;479;502;526;506
521,0;0;451;440;479;471;439;454;414;472;458;449
523,3;0;440;411;465;442;444;428;438;467;436;427
525,7;0;415;432;439;422;417;393;428;439;408;431
528,1;0;464;479;473;446;440;449;479;447;432;478
530,4;0;583;621;598;575;557;611;588;592;579;597
532,8;0;648;664;636;625;665;604;608;631;612;606
535,1;0;687;655;656;671;682;683;675;659;670;667
537,4;0;563;563;586;599;587;587;558;576;585;563
539,8;0;323;338;333;323;337;293;350;363;356;329
542,1;0;271;258;302;283;267;259;273;257;275;304
544,4;0;298;291;280;260;290;240;287;280;256;302
546,7;0;307;322;303;298;289;296;273;320;286;266
549,1;0;329;327;315;318;321;339;290;353;321;295
551,4;0;344;351;358;332;344;326;342;331;343;357
553,7;0;316;365;342;312;336;304;346;347;325;341
556,0;0;325;334;336;301;326;286;307;323;336;281
558,2;0;333;361;363;353;320;342;357;346;286;315
560,5;0;285;318;299;334;318;285;335;299;284;324
